titulo,tipo,data,urn,autor,assuntos,classificacao,jurisdicao,autoridade,ementa,url,localidade,numero,ano,termo_busca,data_coleta,origem,categoria,modal,pais,estado,municipio,fontes_localizacao
ACÓRDÃO TRT 1ª  / 6ª Turma / 0154800-42.1993.5.01.0013 - DOERJ 01-06-2017,,2017-06-01,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.6:acordao:2017-06-01;01548004219935010013,,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. APLICAÇÃO DO ARTIGO 139, IV, DO NCPC. IMPOSIÇÃO DE MEDIDAS RESTRITIVAS AOS DEVEDORES. NÃO CABIMENTO. Na aplicação do disposto no artigo 139, IV, do NCPC, há que se atentar para a existência, concomitante, de dois fatores, a saber: o esgotamento das medidas convencionais para compelir o devedor ao pagamento e a evidência de indícios de que o devedor está escondendo patrimônio com o intuito de não arcar com as suas obrigações. Não restando comprovado, nos autos, que os devedores estejam se utilizando de subterfúgios, a fim de esconder patrimônio e, assim, esquivarem-se ao pagamento do crédito exequendo, não há que se falar em determinação do Juízo em, com base no disposto no artigo 139, IV, do NCPC, impor medidas restritivas aos devedores, como a suspensão daCNH, a apreensão de passaporte, o bloqueio das contas correntes e operações financeiras e a inscrição nos cadastros do SPC e do SERASA. Agravo de Petição do exequente a que se nega provimento, no particular.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
ACÓRDÃO TRT 1ª  / 7ª Turma / 0012400-23.2005.5.01.0065 - DOERJ 20-09-2017,,2017-09-20,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.7:acordao:2017-09-20;00124002320055010065,,,,Federal,,"EXECUÇÃO. EXAURIMENTO DOS MEIOS DE EXECUÇÃO DO DEVEDOR. EXPEDIÇÃO DE CERTIDÃO DE CRÉDITO. ATO Nº 1 GCGJT DE 1º DE FEVEREIRO DE 2012 DA CORREGEDORIA GERAL DA JUSTIÇA DO TRABALHO. INTELIGÊNCIA DO ART. 40, DA LEI DE EXECUTIVOS FISCAIS. MEDIDAS CONTRA O DEVEDOR. CABIMENTO. INCLUSÃO NO SPC E NO SERASA.
1) A expedição de certidão de crédito é ato que pressupõe o exaurimento, em vão, dos meios de execução do credor, conforme impõe o Ato nº 1 GCGJT, de 1º de fevereiro de 2012, da Corregedoria Geral da Justiça do Trabalho.
2) Diante da expressa regulamentação da matéria pelo art. 40, da Lei de Executivos Fiscais, não pode prevalecer a determinação de expedição de Certidão de Crédito Trabalhista.
3) Nestes termos, deve ser cancelada a Certidão de Crédito expedida, com o prosseguimento regular da execução em curso, sendo cabível a inclusão do nome do executado em cadastros de inadimplentes como SERASA e SPC, e incabível o requerimento de apreensão daCNHe do passaporte e a proibição de realizar operações financeiras.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
ACÓRDÃO TRT 1ª  / 10ª Turma / 0158600-42.2008.5.01.0243 - DOERJ 06-12-2017,,2017-12-06,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.10:acordao:2017-12-06;01586004220085010243,,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. MEDIDAS EXECUTIVAS ATÍPICAS. NECESSÁRIA OBSERVÂNCIA AOS POSTULADOS DA PROPORCIONALIDADE E RAZOABILIDADE, COMO TAMBÉM DA ADEQUAÇÃO ENTRE A PROVIDÊNCIA PERSEGUIDA E O FIM COLIMADO. Ainda que a novel legislação admita, sem dúvida, o uso de medidas executivas atípicas (CPC, artigo 139, IV; 536, § 1º), em cláusulas gerais processuais executivas, não se pode perder de vista que o poder geral de efetivação não é arbitrário ou ilimitado, devendo, pois, observar os postulados da proporcionalidade e razoabilidade, positivados no âmbito infraconstitucional no artigo 8º do CPC, como também a adequação com o fim colinadoAs modalidades de execução indireta exercem papel relevante, na medida que estimulam psicologicamente o devedor a adimplir a obrigação, oferecendo-lhe situação vantajosa (a exemplo da isenção de custas em caso de cumprimento do mandado monitório - CPC, artigo 701, § 1º - ou impondo-lhe dificuldades em razão de sua inércia - a exemplo da imposição de multa, mas, reforça-se, não são ilimitadas. Nesse cenário, não se revela razoável, proporcional, nem adequada a suspensão e apreensão deCNHe de passaporte, muito menos restrição à realização de operação com cartão de crédito por parte dos executados.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Terceira Turma / 2023-08-29,,2023-08-29,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2023-08-29;0012355-78.2016.5.03.0032,,,,Federal,,"MEDIDAS COERCITIVAS. SUSPENSÃO DO PASSAPORTE E DACNHDO EXECUTADO. O pleito de suspensão da Carteira Nacional de Habilitação e retenção de passaporte não guarda nenhuma relação com a natureza do crédito exequendo e, portanto, não revela utilidade prática para a satisfação da execução. O artigo 139, IV, do CPC não vincula o Juízo, necessariamente, à imposição ao réu dos meios coercitivos suscitados pelo autor, notadamente atípicos, com o intuito de se alcançar suposto êxito no cumprimento das decisões judiciais. As medidas coercitivas devem ser tomadas com respeito ao contraditório e ao devido processo legal e em observância aos direitos fundamentais da pessoa humana. Embora mencionado dispositivo revele instrumento importante para viabilizar a satisfação do crédito exequendo, por outro lado, não pode significar franquia à determinação de medidas capazes de alcançar a liberdade pessoal do devedor, sob pena de violação de direitos fundamentais.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Terceira Turma / 2023-08-31,,2023-08-31,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2023-08-31;0010735-60.2017.5.03.0011,,,,Federal,,"SUSPENSÃO DO PASSAPORTE E DACNHDOS EXECUTADOS. O pleito de suspensão da Carteira Nacional de Habilitação e retenção de passaporte não guarda nenhuma relação com a natureza do crédito exequendo e, portanto, não revelam utilidade prática para a satisfação da execução. O artigo 139, IV, do CPC não vincula o Juízo, necessariamente, à imposição ao réu dos meios coercitivos suscitados pelo autor, notadamente atípicos, com o intuito de se alcançar suposto êxito no cumprimento das decisões judiciais. As medidas coercitivas devem ser tomadas com respeito ao contraditório e ao devido processo legal e em observância aos direitos fundamentais da pessoa humana. Embora mencionado artigo revele instrumento importante para viabilizar a satisfação do crédito exequendo, por outro lado, não pode significar franquia à determinação de medidas capazes de alcançar a liberdade pessoal do devedor, sob pena de violação de direitos fundamentais.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Decima Turma / 2023-09-05,,2023-09-05,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.10:acordao:2023-09-05;0001518-56.2014.5.03.0024,STF,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. EXECUÇÃO DE OBRIGAÇÃO DE PAGAR. MEDIDAS EXECUTIVAS INDUTIVAS. ART. 139, IV, DO CPC. APLICABILIDADE AO PROCESSO TRABALHISTA. Segundo o art. 139, IV, do CPC, cuja constitucionalidade foi declarada pelo STF no julgamento da ADI 5941, cabe ao juiz ""determinar todas as medidas indutivas, coercitivas, mandamentais ou sub-rogatórias necessárias para assegurar o cumprimento de ordem judicial, inclusive nas ações que tenham por objeto prestação pecuniária"". Embora esta norma seja aplicável ao processo laboral, a adoção das mencionadas medidas indutivas em execução de obrigação de pagar pressupõe a apresentação de indícios pelo exequente de que o executado permanece inadimplente em razão da ocultação de seu patrimônio ou em virtude de outra conduta maliciosa. Somente nesta hipótese a restrição a direitos fundamentais como a dignidade, a liberdade e o direito de ir e vir, por meio da retenção daCNH, por exemplo, torna-se adequada e necessária, ou seja, legítima sob a perspectiva do princípio da proporcionalidade, nos moldes do art. 8º do CPC.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Setima Turma / 2023-09-12,,2023-09-12,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2023-09-12;0013698-64.2023.5.03.0000,,HABEAS CORPUS - CABIMENTO,Jurisprudência,Federal,,"HABEAS CORPUS. CABIMENTO. RETENÇÃO DECNH. SUSPENSÃO DE PASSAPORTE. O habeas corpus é instrumento constitucional para o resguardo do direito físico de locomoção (ir, vir e ficar) em decorrência da prática de ato ilegal ou com abuso de poder. No entanto, não é a via adequada para se discutir a legalidade ou a justiça da decisão de primeiro grau que determinou a retenção da Carteira Nacional de Habilitação dos pacientes, pois tal medida não afeta direta e irremediavelmente sua liberdade de locomoção.  Por outro lado, a retenção do passaporte, em tese e potencialmente, ameaça e limita diretamente o direito de ir e vir dos pacientes, estando eles impedidos de se locomover livremente para localidades onde é obrigatória a apresentação do passaporte para ingresso, ficando a sua mobilidade restrita ao território nacional. O ato judicial que determinou a retenção do passaporte dos pacientes é passível de impugnação por meio do habeas corpus, sendo adequada a via eleita.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Segunda Turma / 2023-10-13,,2023-10-13,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2023-10-13;0011162-44.2020.5.03.0143,STF,,Jurisprudência,Federal,,"1) AGRAVO DE INSTRUMENTO EM AGRAVO DE PETIÇÃO. DECISÃO INTERLOCUTÓRIA. NÃO CONFIGURAÇÃO. NATUREZA TERMINATIVA. DESTRANCAMENTO DO APELO. Nos termos do § 1º do artigo 893 da CLT, admite-se a apreciação do merecimento das decisões interlocutórias somente em recursos da decisão definitiva. Por outro lado, se evidenciada a natureza terminativa da decisão agravada, com potencialidade de gerar imediato prejuízo processual ao Agravante, deve ser admitido o Agravo de Petição interposto, sob pena de preclusão. 2) AGRAVO DE PETIÇÃO. MEDIDAS EXECUTÓRIAS ATÍPICAS. INDEFERIMENTO. Mesmo após a decisão proferida pelo E. STF nos autos da ADI n. 5.941, declarando a constitucionalidade do artigo 139, IV do CPC, esta Turma Julgadora tem entendido que as medidas executórias atípicas somente podem ser adotadas quando há ao menos indícios de que os devedores vêm ocultando patrimônio e maliciosamente descumprindo ordens emanadas do Poder Judiciário, hipótese totalmente diversa destes autos. No presente caso, sequer existem indícios que os devedores disponham deCNH, cartões de créditos ou passaportes, razão pela qual deve ser mantida a decisão que indeferiu a adoção dessas ferramentas executórias.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Terceira Turma / 2024-02-03,,2024-02-03,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2024-02-03;0012136-19.2017.5.03.0036,,,,Federal,,"SUSPENSÃO DO PASSAPORTE E DACNHDOS EXECUTADOS. BLOQUEIO DOS CARTÕES DE CRÉDITO. O pleito de suspensão da Carteira Nacional de Habilitação, retenção de passaporte e cancelamento de cartões de crédito não guarda nenhuma relação com a natureza do crédito exequendo e, portanto, não revela utilidade prática para a satisfação da execução. O artigo 139, IV, do CPC não vincula o Juízo, necessariamente, à imposição ao réu dos meios coercitivos suscitados pelo autor, notadamente atípicos, com o intuito de se alcançar suposto êxito no cumprimento das decisões judiciais. As medidas coercitivas devem ser tomadas com respeito ao contraditório e ao devido processo legal e em observância aos direitos fundamentais da pessoa humana. Embora mencionado artigo revele instrumento importante para viabilizar a satisfação do crédito exequendo, por outro lado, não pode significar franquia à determinação de medidas capazes de alcançar a liberdade pessoal do devedor, sob pena de violação de direitos fundamentais.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / 1a Secao de Dissidios Individuais / 2024-03-20,,2024-03-20,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;secao.dissidios.individuais.1:acordao:2024-03-20;0014855-72.2023.5.03.0000,,,Jurisprudência,Federal,,"AGRAVO REGIMENTAL. MANDADO DE SEGURANÇA. EXISTÊNCIA DE RECURSO PRÓPRIO. Não cabe mandado de segurança contra decisão judicial passível de reforma mediante recurso próprio, como na hipótese presente que trata de apreensão e suspensão daCNHda parte impetrante que, não obstante tenha como objeto questão incidental, assume caráter definitivo, sendo que, se a parte interessada contra ela não se insurgir, não poderá em outra oportunidade aduzir idêntica pretensão, que estará sujeita aos efeitos a preclusão. Assim, o agravo de petição aviado nessas circunstâncias merece ser conhecido, sob pena de afronta aos princípios da ampla defesa e do contraditório, consagrados no artigo 5o., inciso LV, da CF/88. Na espécie, configurada a inadequação da via eleita pelo ajuizamento de mandado de segurança nessas circunstâncias, o caminho é a extinção do processo sem resolução do mérito, na forma dos arts. 6º, § 5º, e 10 da Lei n. 12.016/2009, c/c o art. 485, I e IV, do CPC. Agravo Regimental a que se nega provimento.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Decima Primeira Turma / 2024-04-05,,2024-04-05,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.recursal.juiz.fora:acordao:2024-04-05;0011643-30.2016.5.03.0019,,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO - MEDIDAS COERCITIVAS ATÍPICAS - CASO CONCRETO. Ao aplicar o ordenamento jurídico, o Juiz atenderá aos fins sociais e às exigências do bem comum, resguardando e promovendo a dignidade da pessoa humana e observando a proporcionalidade, a razoabilidade, a legalidade e a eficiência (art. 8º do CPC). No mesmo sentido, consoante o julgamento da ADI 5.941, ainda que constitucionais as medidas atípicas elencadas no art. 139, IV, do CPC, devem ser respeitados os direitos fundamentais da pessoa humana e observados os valores especificados no próprio ordenamento processual, em especial os princípios da proporcionalidade e da razoabilidade. Todavia, a d. Maioria dissente, sob o fundamento de que o entendimento adotado na presente execução trabalhista, no sentido de rejeitar as medidas atípicas requeridas pela exequente (suspensão deCNHe de passaporte dos executados), baseia-se na análise da proporcionalidade e adequação das medidas no caso concreto, de forma que se encontra em conformidade com o julgamento da Suprema Corte.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Terceira Turma / 2024-06-08,,2024-06-08,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2024-06-08;0010196-14.2020.5.03.0036,,,,Federal,,"SUSPENSÃO DO PASSAPORTE E DACNHDO EXECUTADO. O pleito de suspensão da Carteira Nacional de Habilitação e retenção de passaporte não guarda nenhuma relação com a natureza do crédito exequendo e, portanto, não revela utilidade prática para a satisfação da execução. O artigo 139, IV, do CPC não vincula o Juízo, necessariamente, à imposição ao réu dos meios coercitivos suscitados pelo autor, notadamente atípicos, com o intuito de se alcançar suposto êxito no cumprimento das decisões judiciais. As medidas coercitivas devem ser tomadas com respeito ao contraditório e ao devido processo legal e em observância aos direitos fundamentais da pessoa humana. Embora mencionado artigo revele instrumento importante para viabilizar a satisfação do crédito exequendo, por outro lado, não pode significar franquia à determinação de medidas capazes de alcançar a liberdade pessoal do devedor, sob pena de violação de direitos fundamentais.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Setima Turma / 2018-01-27,,2018-01-27,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.7:acordao:2018-01-27;0010657-82.2016.5.03.0017,,CONTRATO DE APRENDIZAGEM - COTA - MOTORISTA,,Federal,,"FUNÇÕES QUE DEMANDAM FORMAÇÃO PROFISSIONAL. CLASSIFICAÇÃO. CBO. COTA DE APRENDIZAGEM. Para fins de cálculo do número de aprendizes a serem contratados pela empresa, nos moldes estabelecidos no caput do art. 429, da CLT, devem ser consideradas como funções que demandem formação profissional aquelas constantes da Classificação Brasileira de Ocupações (CBO), elaborada pelo Ministério do Trabalho e Emprego, conforme previsão contida no art. 10 e parágrafos do Decreto nº 5.598/05. Verificado que os cargos de motorista e de cobrador integram a Classificação Brasileira de Ocupações (CBO), esses cargos compõem, sem qualquer limitação, a base de cálculo da cota de aprendizes, independentemente, de as funções demandarem ou não posse deCNHou preverem idade mínima para seu exercício, pois a Lei não estabelece exceções, não competindo ao intérprete fazê-lo.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Primeira Turma / 2018-09-25,,2018-09-25,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2018-09-25;0010386-62.2015.5.03.0129,,EXECUÇÃO - MEDIDA COERCITIVA,,Federal,,"MEDIDAS COERCITIVAS ALTERNATIVAS. SUSPENSÃO DACNHDO DEVEDOR. INAPLICABILIDADE. A norma do artigo 139, IV, do CPC/15, aplicada de forma supletiva ao processo trabalhista, dispõe sobre a possibilidade de o juiz implementar medidas coercitivas diversas para assegurar o cumprimento da ordem judicial, porém tal artigo não pode ser interpretado fora do conjunto constitucional brasileiro. Dessa forma, não se pode retirar do empresário devedor o direito à sua locomoção, haja vista que no caso em comento se trata de uma cidade localizada fora dos grandes centros urbanos e tal restrição pode ser capaz de prejudicar seu exercício profissional. Além disso, a ação do magistrado ao determinar a aplicação de medidas coercitivas deve ser pautada em igual medida na natureza principiológica do artigo 8o do CPC/15, o qual versa sobre a razoabilidade e proporcionalidade dos atos judiciais, bem como sobre sua eficiência.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Decima Turma / 2019-02-07,,2019-02-07,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.10:acordao:2019-02-07;0011482-06.2017.5.03.0077,TST,EXECUÇÃO - MEDIDA COERCITIVA,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. EXECUÇÃO DE OBRIGAÇÃO DE PAGAR. MEDIDAS EXECUTIVAS INDUTIVAS. ART. 139, IV, DO CPC. APLICABILIDADE AO PROCESSO TRABALHISTA. PRESSUPOSTOS. Segundo o art. 139, IV, do CPC, cabe ao juiz ""determinar todas as medidas indutivas, coercitivas, mandamentais ou sub-rogatórias necessárias para assegurar o cumprimento de ordem judicial, inclusive nas ações que tenham por objeto prestação pecuniária"". Embora esta norma seja aplicável ao processo do trabalho, conforme o art. 3º, da Instrução Normativa n.º 39/16, do TST, a adoção das mencionadas medidas indutivas no processo de execução de obrigação de pagar pressupõe a apresentação de indícios pelo exequente de que o executado permanece inadimplente em razão da ocultação de seu patrimônio ou em virtude de outra conduta maliciosa. Somente nesta hipótese a restrição a direitos fundamentais como a dignidade, a liberdade e o direito de ir e vir, por meio da retenção daCNH, por exemplo, torna-se adequada e necessária, ou seja, legítima sob a perspectiva do princípio da proporcionalidade, nos moldes do art. 8º, do CPC.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Decima Turma / 2019-02-12,,2019-02-12,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.10:acordao:2019-02-12;0081900-81.2008.5.03.0077,TST,EXECUÇÃO - MEDIDA COERCITIVA,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. EXECUÇÃO DE OBRIGAÇÃO DE PAGAR. MEDIDAS EXECUTIVAS INDUTIVAS. ART. 139, IV, DO CPC. APLICABILIDADE AO PROCESSO TRABALHISTA. HIPÓTESE.  PRINCÍPIO DA PROPORCIONALIDADE. ART. 8º, DO CPC. Segundo o art. 139, IV, do CPC, cabe ao juiz ""determinar todas as medidas indutivas, coercitivas, mandamentais ou sub-rogatórias necessárias para assegurar o cumprimento de ordem judicial, inclusive nas ações que tenham por objeto prestação pecuniária"". Embora esta norma seja aplicável ao processo do trabalho, conforme o art. 3º, da Instrução Normativa n.º 39/16, do TST, a adoção das mencionadas medidas indutivas no processo de execução de obrigação de pagar pressupõe a apresentação de indícios pelo exequente de que o executado permanece inadimplente em razão da ocultação de seu patrimônio ou em virtude de outra conduta maliciosa. Somente nesta hipótese a restrição a direitos fundamentais como a dignidade, a liberdade e o direito de ir e vir, por meio da retenção daCNH, por exemplo, torna-se adequada e necessária, ou seja, legítima sob a perspectiva do princípio da proporcionalidade, nos moldes do art. 8º, do CPC.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Oitava Turma / 2019-04-04,,2019-04-04,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.8:acordao:2019-04-04;0011701-38.2016.5.03.0082,TST,,,Federal,,"MEDIDAS COERCITIVAS ATÍPICAS. ART. 139, IV, DO CPC/2015. SUSPENSÃO E APREENSÃO DA CARTEIRA NACIONAL DE HABILITAÇÃO (CNH). Embora o art. 139, IV, do CPC/2015, aplicável subsidiariamente ao processo do trabalho por força do art. 769 da CLT, art. 15 do CPC/2015 e art. 3º, III, da Instrução Normativa 39/2016 do TST, autorize a adoção de medidas coercitivas atípicas para a preservação e a utilidade/efetividade da prestação jurisdicional, a aplicação das referidas medidas deve observar aos princípios da menor onerosidade do devedor, da utilidade da execução, da dignidade da pessoa humana, da proporcionalidade, da razoabilidade, da legalidade e da eficiência, entre outros. As medidas de suspensão e apreensão da Carteira Nacional de Habilitação do executado requeridas nos autos não observam aos referidos princípios.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Quinta Turma / 2019-06-25,,2019-06-25,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2019-06-25;0010824-78.2015.5.03.0003,,,,Federal,,"APLICAÇÃO DO ARTIGO 139 DO CPC. SUSPENSÃO DA CARTEIRA NACIONAL DE HABILITAÇÃO. IMPOSSIBILIDADE. O inciso IV do art. 139 do CPC prevê que o juiz poderá ""determinar todas as medidas indutivas, coercitivas, mandamentais ou sub-rogatórias necessárias para assegurar o cumprimento de ordem judicial, inclusive nas ações que tenham por objeto prestação pecuniária"". Malgrado ser o direto comum, a teor do parágrafo primeiro do artigo 8º da CLT, fonte subsidiária e complementar do direito do trabalho, não pode o juiz se olvidar do caráter cogente e hierarquicamente superior das normas e princípios constitucionais, os quais norteiam o ordenamento jurídico pátrio. Assim, a Constituição determina, em seu artigo 8º, que a aplicação do ordenamento jurídico deve atender a fins sociais, de modo a resguardar a dignidade humana e observar os princípios da proporcionalidade, razoabilidade e legalidade. A determinação de suspensão daCNHdo executado viola os direitos e garantias fundamentais, os quais tutelam, de forma indubitável, também os inadimplentes, com cerceio do direito de ir e vir.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Nona Turma / 2019-07-24,,2019-07-24,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2019-07-24;0010506-65.2018.5.03.0173,TST,EXECUÇÃO - MEDIDA COERCITIVA,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. UTILIZAÇÃO DAS MEDIDAS COERCITIVAS E EXCEPCIONAIS DO ARTIGO 139, IV, DO CPC/2015. SUSPENSÃO DACNH, PASSAPORTE E CARTÕES DE CRÉDITO. Impedir os executados de utilizarem documento pessoal para sua finalidade específica, não obstante seja aplicável ao Processo do Trabalho o preceito do art. 139, IV, do CPC, a teor do disposto no art. 3º da IN 39 do C. TST, é medida que excede a possibilidade de coerção judicial apta a assegurar o cumprimento de condenação. Não se olvide que a execução sempre foi o maior gargalo do Processo do Trabalho, mas não é possível, sob tal fundamento, autorizar uma interpretação desmesurada do artigo 139 do CPC, que deve passar pelo filtro dos princípios da razoabilidade e da proporcionalidade.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Nona Turma / 2019-08-14,,2019-08-14,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2019-08-14;0000706-68.2013.5.03.0082,TST,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. UTILIZAÇÃO DAS MEDIDAS COERCITIVAS E EXCEPCIONAIS DO ARTIGO 139, IV, DO CPC/2015. SUSPENSÃO DACNHE BLOQUEIO DE CARTÕES DE CRÉDITO. Impedir os executados de utilizarem documento pessoal para sua finalidade específica, não obstante seja aplicável ao Processo do Trabalho o preceito do art. 139, IV, do CPC, a teor do disposto no art. 3º da IN 39 do C. TST, é medida que excede a possibilidade de coerção judicial apta a assegurar o cumprimento de condenação. Não se olvide que a execução sempre foi o maior gargalo do Processo do Trabalho, mas não é possível, sob tal fundamento, autorizar uma interpretação desmesurada do artigo 139 do CPC, que deve passar pelo filtro dos princípios da razoabilidade e da proporcionalidade.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Quinta Turma / 2019-09-25,,2019-09-25,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2019-09-25;0010856-17.2016.5.03.0143,TST,,Jurisprudência,Federal,,"AGRAVO DE PETIÇÃO. UTILIZAÇÃO DAS MEDIDAS COERCITIVAS E EXCEPCIONAIS DO ARTIGO 139, IV, DO CPC/2015. SUSPENSÃO DACNHE BLOQUEIO DE CARTÕES DE CRÉDITO. Impedir os executados de utilizarem documento pessoal para sua finalidade específica, não obstante seja aplicável ao Processo do Trabalho o preceito do art. 139, IV, do CPC, a teor do disposto no art. 3º da IN 39 do C. TST, é medida que excede a possibilidade de coerção judicial apta a assegurar o cumprimento de condenação. Não se olvide que a execução sempre foi o maior gargalo do Processo do Trabalho, mas não é possível, sob tal fundamento, autorizar uma interpretação desmesurada do artigo 139 do CPC, que deve passar pelo filtro dos princípios da razoabilidade e da proporcionalidade. Apelo desprovido ao enfoque.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
Acórdão PJe TRT 3ª / Quinta Turma / 2019-11-19,,2019-11-19,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2019-11-19;0010231-39.2017.5.03.0113,,,,Federal,,"APLICAÇÃO DO ARTIGO 139 DO CPC. SUSPENSÃO DA CARTEIRA NACIONAL DE HABILITAÇÃO. IMPOSSIBILIDADE. O inciso IV do art. 139 do CPC prevê que o juiz poderá ""determinar todas as medidas indutivas, coercitivas, mandamentais ou sub-rogatórias necessárias para assegurar o cumprimento de ordem judicial, inclusive nas ações que tenham por objeto prestação pecuniária"". Malgrado ser o direto comum, a teor do parágrafo primeiro do artigo 8º da CLT, fonte subsidiária e complementar do direito do trabalho, não pode o juiz se olvidar do caráter cogente e hierarquicamente superior das normas e princípios constitucionais, os quais norteiam o ordenamento jurídico pátrio. Assim, a Constituição determina, em seu artigo 8º, que a aplicação do ordenamento jurídico deve atender a fins sociais, de modo a resguardar a dignidade humana e observar os princípios da proporcionalidade, razoabilidade e legalidade. A determinação de suspensão daCNHdo executado viola os direitos e garantias fundamentais, os quais tutelam, de forma indubitável, também os inadimplentes, com cerceio do direito de ir e vir.",,,,,CNH,2025-07-22 00:37:06,extração_principal,Jurisprudência,rodoviário,Brasil,Federal,,urn_tribunal
