search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
empresa de transporte,2025-06-06 12:30:26,https://www.lexml.gov.br/urn/urn:lex:br:congresso.nacional:medida.provisoria;mpv:2001;2165,[ Medida Provisória nº 2165-36/2001 ],urn:lex:br:congresso.nacional:medida.provisoria;mpv:2001;2165,legislation,Brasil,,,,,,Medida Provisória (MPV) Federal 2165,2001,"Medida Provisória (MPV) Federal 2165, promulgada em 2001, Brasil"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:2020-10-06;48054,"Decreto nº 48054, de 6 de outubro de 2020",urn:lex:br;minas.gerais:estadual:decreto:2020-10-06;48054,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 48054,06-10-2020,"Decreto Estadual 48054, promulgada em 06-10-2020, Estado de Minas Gerais, Brasil"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.9:acordao:2015-03-13;00014518120125010068,ACÓRDÃO TRT 1ª / 9ª Turma / 0001451-81.2012.5.01.0068 - DOERJ 13-03-2015,urn:lex:br;justica.trabalho;regiao.1:tribunal.regional.trabalho;turma.9:acordao:2015-03-13;00014518120125010068,jurisprudence,Brasil,,,Justiça do Trabalho,1ª região,"Tribunal Regional do Trabalho, 9ª turma",Acórdão número 00014518120125010068,13-03-2015,"Acórdão número 00014518120125010068, publicado em 13-03-2015, Tribunal Regional do Trabalho, 9ª turma, da 1ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;ag:2022-06-22;11540-2018-131-15-0,Acórdão do processo Nº Ag-AIRR - 11540-71.2018.5.15.0131,urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;ag:2022-06-22;11540-2018-131-15-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 1ª turma",Acórdão (AG) número 11540-2018-131-15-0,22-06-2022,"Acórdão (AG) número 11540-2018-131-15-0, publicado em 22-06-2022, Tribunal Superior do Trabalho, 1ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;ag:2024-05-02;1000348-2017-447-2-0,Acórdão do processo Nº Ag-AIRR - 1000348-46.2017.5.02.0447,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;ag:2024-05-02;1000348-2017-447-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 7ª turma",Acórdão (AG) número 1000348-2017-447-2-0,02-05-2024,"Acórdão (AG) número 1000348-2017-447-2-0, publicado em 02-05-2024, Tribunal Superior do Trabalho, 7ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2014-12-17;0000593-78.2012.5.03.0073,Acórdão TRT 3ª / Terceira Turma / 2014-12-17,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2014-12-17;0000593-78.2012.5.03.0073,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0000593-78.2012.5.03.0073,17-12-2014,"Acórdão número 0000593-78.2012.5.03.0073, publicado em 17-12-2014, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2015-03-03;0010005-96.2013.5.03.0073,Acórdão PJe TRT 3ª / Terceira Turma / 2015-03-03,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2015-03-03;0010005-96.2013.5.03.0073,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0010005-96.2013.5.03.0073,03-03-2015,"Acórdão número 0010005-96.2013.5.03.0073, publicado em 03-03-2015, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;ag:2024-05-15;658-2022-31-12-0,Acórdão do processo Nº Ag-AIRR - 658-04.2022.5.12.0031,urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;ag:2024-05-15;658-2022-31-12-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 6ª turma",Acórdão (AG) número 658-2022-31-12-0,15-05-2024,"Acórdão (AG) número 658-2022-31-12-0, publicado em 15-05-2024, Tribunal Superior do Trabalho, 6ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;rio.grande.sul;sao.martinho:municipal:lei:2019-06-06;3069,"Lei Municipal nº 3.069, de 06 de junho de 2019",urn:lex:br;rio.grande.sul;sao.martinho:municipal:lei:2019-06-06;3069,legislation,Brasil,Rio.Grande.Sul,Sao Martinho,,,,Lei Municipal 3069,06-06-2019,"Lei Municipal 3069, promulgada em 06-06-2019, Município de Sao Martinho, Estado de Rio.Grande.Sul, Brasil"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;rr:2014-12-10;540-2012-447-2-0,Acórdão do processo Nº RR - 540-69.2012.5.02.0447,urn:lex:br:tribunal.superior.trabalho;turma.6:acordao;rr:2014-12-10;540-2012-447-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 6ª turma",Acórdão (RR) número 540-2012-447-2-0,10-12-2014,"Acórdão (RR) número 540-2012-447-2-0, publicado em 10-12-2014, Tribunal Superior do Trabalho, 6ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2018-02-20;0011233-77.2016.5.03.0178,Acórdão PJe TRT 3ª / Primeira Turma / 2018-02-20,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.1:acordao:2018-02-20;0011233-77.2016.5.03.0178,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 1ª turma",Acórdão número 0011233-77.2016.5.03.0178,20-02-2018,"Acórdão número 0011233-77.2016.5.03.0178, publicado em 20-02-2018, Tribunal Regional do Trabalho, 1ª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;ed:2021-03-02;57500-2008-442-2-0,Acórdão do processo Nº ED-RR - 57500-02.2008.5.02.0442,urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;ed:2021-03-02;57500-2008-442-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 4ª turma",Acórdão (ED) número 57500-2008-442-2-0,02-03-2021,"Acórdão (ED) número 57500-2008-442-2-0, publicado em 02-03-2021, Tribunal Superior do Trabalho, 4ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2024-05-08;0010813-93.2022.5.03.0006,Acórdão PJe TRT 3ª / Nona Turma / 2024-05-08,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.9:acordao:2024-05-08;0010813-93.2022.5.03.0006,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 9ª turma",Acórdão número 0010813-93.2022.5.03.0006,08-05-2024,"Acórdão número 0010813-93.2022.5.03.0006, publicado em 08-05-2024, Tribunal Regional do Trabalho, 9ª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;ed:2019-04-30;214400-2007-444-2-0,Acórdão do processo Nº ED-Ag-AIRR - 214400-41.2007.5.02.0444,urn:lex:br:tribunal.superior.trabalho;turma.7:acordao;ed:2019-04-30;214400-2007-444-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 7ª turma",Acórdão (ED) número 214400-2007-444-2-0,30-04-2019,"Acórdão (ED) número 214400-2007-444-2-0, publicado em 30-04-2019, Tribunal Superior do Trabalho, 7ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;rr:2022-12-14;1001345-2019-371-2-0,Acórdão do processo Nº RR - 1001345-92.2019.5.02.0371,urn:lex:br:tribunal.superior.trabalho;turma.4:acordao;rr:2022-12-14;1001345-2019-371-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 4ª turma",Acórdão (RR) número 1001345-2019-371-2-0,14-12-2022,"Acórdão (RR) número 1001345-2019-371-2-0, publicado em 14-12-2022, Tribunal Superior do Trabalho, 4ª turma"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.recursal.juiz.fora:acordao:2023-08-17;0010590-25.2022.5.03.0109,Acórdão PJe TRT 3ª / Decima Primeira Turma / 2023-08-17,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.recursal.juiz.fora:acordao:2023-08-17;0010590-25.2022.5.03.0109,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, recursal.juiz.foraª turma",Acórdão número 0010590-25.2022.5.03.0109,17-08-2023,"Acórdão número 0010590-25.2022.5.03.0109, publicado em 17-08-2023, Tribunal Regional do Trabalho, recursal.juiz.foraª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2021-05-07;0010474-63.2020.5.03.0020,Acórdão PJe TRT 3ª / Quinta Turma / 2021-05-07,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2021-05-07;0010474-63.2020.5.03.0020,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 5ª turma",Acórdão número 0010474-63.2020.5.03.0020,07-05-2021,"Acórdão número 0010474-63.2020.5.03.0020, publicado em 07-05-2021, Tribunal Regional do Trabalho, 5ª turma, da 3ª região, Justiça do Trabalho"
operador logístico,2025-06-06 12:30:29,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:2022-01-19;42930,"Decreto nº 42930, de 19 de janeiro de 2022",urn:lex:br;distrito.federal:distrital:decreto:2022-01-19;42930,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 42930,19-01-2022,"Decreto Distrital 42930, promulgada em 19-01-2022, Estado de Distrito Federal, Brasil"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-03-14;2028250-2262524,REsp 2028250 / SP,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-03-14;2028250-2262524,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 3ª turma",Acórdão (RESP) número 2028250-2262524,14-03-2023,"Acórdão (RESP) número 2028250-2262524, publicado em 14-03-2023, Superior Tribunal de Justiça, 3ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-08-22;2071747-2327820,REsp 2071747 / RS,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2023-08-22;2071747-2327820,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 3ª turma",Acórdão (RESP) número 2071747-2327820,22-08-2023,"Acórdão (RESP) número 2071747-2327820, publicado em 22-08-2023, Superior Tribunal de Justiça, 3ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1962-07-12;48934-,RE 48934 / RJ - RIO DE JANEIRO,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1962-07-12;48934-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 48934-,12-07-1962,"Acórdão (RE) número 48934-, publicado em 12-07-1962, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo:estadual:decreto.lei:1946-12-31;16665,"Decreto-Lei nº 16.665, de 31/12/1946",urn:lex:br;sao.paulo:estadual:decreto.lei:1946-12-31;16665,legislation,Brasil,São Paulo,,,,,Decreto.Lei Estadual 16665,31-12-1946,"Decreto.Lei Estadual 16665, promulgada em 31-12-1946, Estado de São Paulo, Brasil"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:1952-08-05;18771-,RE 18771 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:1952-08-05;18771-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 2ª turma",Acórdão (RE) número 18771-,05-08-1952,"Acórdão (RE) número 18771-, publicado em 05-08-1952, Supremo Tribunal Federal, 2ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2009-06-09;1101578-942965,REsp 1101578 / RS,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2009-06-09;1101578-942965,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (RESP) número 1101578-942965,09-06-2009,"Acórdão (RESP) número 1101578-942965, publicado em 09-06-2009, Superior Tribunal de Justiça, 2ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1951-07-20;15908-,RE 15908 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1951-07-20;15908-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 15908-,20-07-1951,"Acórdão (RE) número 15908-, publicado em 20-07-1951, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1956-12-06;30575-,RE 30575 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1956-12-06;30575-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 30575-,06-12-1956,"Acórdão (RE) número 30575-, publicado em 06-12-1956, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:1957-10-08;33831-,RE 33831 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.2:acordao;re:1957-10-08;33831-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 2ª turma",Acórdão (RE) número 33831-,08-10-1957,"Acórdão (RE) número 33831-, publicado em 08-10-1957, Supremo Tribunal Federal, 2ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1955-06-02;28298-,RE 28298 / SP - SÃO PAULO,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1955-06-02;28298-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 28298-,02-06-1955,"Acórdão (RE) número 28298-, publicado em 02-06-1955, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1959-07-09;39087-,RE 39087 / RS - RIO GRANDE DO SUL,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1959-07-09;39087-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 39087-,09-07-1959,"Acórdão (RE) número 39087-, publicado em 09-07-1959, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2020-09-08;1714568-1979978,REsp 1714568 / GO,urn:lex:br:superior.tribunal.justica;turma.3:acordao;resp:2020-09-08;1714568-1979978,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 3ª turma",Acórdão (RESP) número 1714568-1979978,08-09-2020,"Acórdão (RESP) número 1714568-1979978, publicado em 08-09-2020, Superior Tribunal de Justiça, 3ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.4:acordao;resp:2022-10-04;1823417-2253763,AgInt no REsp 1823417 / RS,urn:lex:br:superior.tribunal.justica;turma.4:acordao;resp:2022-10-04;1823417-2253763,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 4ª turma",Acórdão (RESP) número 1823417-2253763,04-10-2022,"Acórdão (RESP) número 1823417-2253763, publicado em 04-10-2022, Superior Tribunal de Justiça, 4ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:2019-05-28;1789002-1844032,REsp 1789002 / RS,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:2019-05-28;1789002-1844032,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RESP) número 1789002-1844032,28-05-2019,"Acórdão (RESP) número 1789002-1844032, publicado em 28-05-2019, Superior Tribunal de Justiça, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.4:acordao;aresp:2022-12-13;767766-2253283,AgInt no AREsp 767766 / SP,urn:lex:br:superior.tribunal.justica;turma.4:acordao;aresp:2022-12-13;767766-2253283,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 4ª turma",Acórdão (ARESP) número 767766-2253283,13-12-2022,"Acórdão (ARESP) número 767766-2253283, publicado em 13-12-2022, Superior Tribunal de Justiça, 4ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1981-09-08;94985-,RE 94985 / SP - SÃO PAULO,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1981-09-08;94985-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 94985-,08-09-1981,"Acórdão (RE) número 94985-, publicado em 08-09-1981, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1970-03-17;69598-,RE 69598 / SP - SÃO PAULO,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;re:1970-03-17;69598-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (RE) número 69598-,17-03-1970,"Acórdão (RE) número 69598-, publicado em 17-03-1970, Supremo Tribunal Federal, 1ª turma"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;re:1966-08-18;34756-,RE 34756 EI / SP - SÃO PAULO,urn:lex:br:supremo.tribunal.federal;plenario:acordao;re:1966-08-18;34756-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, Plenario",Acórdão (RE) número 34756-,18-08-1966,"Acórdão (RE) número 34756-, publicado em 18-08-1966, Supremo Tribunal Federal, Plenario"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;re:1959-07-13;29448-,RE 29448 EI / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;plenario:acordao;re:1959-07-13;29448-,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, Plenario",Acórdão (RE) número 29448-,13-07-1959,"Acórdão (RE) número 29448-, publicado em 13-07-1959, Supremo Tribunal Federal, Plenario"
embarcador,2025-06-06 12:30:32,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.24:tribunal.regional.trabalho;turma.2:acordao:2013-07-03;0000301-70.2012.5.24.0021,ACÓRDÃO TRT 24ª / 2ª Turma / RO.1 0000301-70.2012.5.24.0021,urn:lex:br;justica.trabalho;regiao.24:tribunal.regional.trabalho;turma.2:acordao:2013-07-03;0000301-70.2012.5.24.0021,jurisprudence,Brasil,,,Justiça do Trabalho,24ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0000301-70.2012.5.24.0021,03-07-2013,"Acórdão número 0000301-70.2012.5.24.0021, publicado em 03-07-2013, Tribunal Regional do Trabalho, 2ª turma, da 24ª região, Justiça do Trabalho"
terceirização,2025-06-06 12:30:34,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2017-03-31;13429,"Lei nº 13.429, de 31 de Março de 2017",urn:lex:br:federal:lei:2017-03-31;13429,legislation,Brasil,,,,,,Lei Federal 13429,31-03-2017,"Lei Federal 13429, promulgada em 31-03-2017, Brasil"
contrato de frete,2025-06-06 12:30:37,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:1982;1000435065,Natureza jurídica do conhecimento marítimo,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:1982;1000435065,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1000435065,1982,"Artigo.Revista Rede.Virtual.Bibliotecas 1000435065, promulgada em 1982, Brasil"
