search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
combustíveis alternativos,2025-06-06 12:28:56,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-05-16;1529,"RESOLUÇÃO HOMOLOGATÓRIA nº 1529, de 16/05/2013",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-05-16;1529,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1529,16-05-2013,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1529, promulgada em 16-05-2013, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1986-11-11;8976,"Decreto nº 8976, de 11 de Novembro de 1986",urn:lex:br;sao.paulo;campinas:municipal:decreto:1986-11-11;8976,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 8976,11-11-1986,"Decreto Municipal 8976, promulgada em 11-11-1986, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1986-07-04;8847,"Decreto nº 8847, de 04 de Julho de 1986",urn:lex:br;sao.paulo;campinas:municipal:decreto:1986-07-04;8847,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 8847,04-07-1986,"Decreto Municipal 8847, promulgada em 04-07-1986, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1985-07-25;8545,"Decreto nº 8545, de 25 de Julho de 1985",urn:lex:br;sao.paulo;campinas:municipal:decreto:1985-07-25;8545,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 8545,25-07-1985,"Decreto Municipal 8545, promulgada em 25-07-1985, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1988-03-22;9471,"Decreto nº 9471, de 22 de Março de 1988",urn:lex:br;sao.paulo;campinas:municipal:decreto:1988-03-22;9471,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 9471,22-03-1988,"Decreto Municipal 9471, promulgada em 22-03-1988, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1987-06-16;9183,"Decreto nº 9183, de 16 de Junho de 1987",urn:lex:br;sao.paulo;campinas:municipal:decreto:1987-06-16;9183,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 9183,16-06-1987,"Decreto Municipal 9183, promulgada em 16-06-1987, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1987-05-12;9154,"Decreto nº 9154, de 12 de Maio de 1987",urn:lex:br;sao.paulo;campinas:municipal:decreto:1987-05-12;9154,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 9154,12-05-1987,"Decreto Municipal 9154, promulgada em 12-05-1987, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:1988-12-23;6030,"Lei nº 6030, de 23 de Dezembro de 1988",urn:lex:br;sao.paulo;campinas:municipal:lei:1988-12-23;6030,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 6030,23-12-1988,"Lei Municipal 6030, promulgada em 23-12-1988, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1984-11-22;8280,"Decreto nº 8280, de 22 de Novembro de 1984",urn:lex:br;sao.paulo;campinas:municipal:decreto:1984-11-22;8280,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 8280,22-11-1984,"Decreto Municipal 8280, promulgada em 22-11-1984, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2000-07-26;13414,"Decreto nº 13414, de 26 de Julho de 2000",urn:lex:br;sao.paulo;campinas:municipal:decreto:2000-07-26;13414,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 13414,26-07-2000,"Decreto Municipal 13414, promulgada em 26-07-2000, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:1988-08-12;9589,"Decreto nº 9589, de 12 de Agosto de 1988",urn:lex:br;sao.paulo;campinas:municipal:decreto:1988-08-12;9589,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 9589,12-08-1988,"Decreto Municipal 9589, promulgada em 12-08-1988, Município de Campinas, Estado de São Paulo, Brasil"
terminais de carga,2025-06-06 12:28:59,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:1996-09-27;8963,"Lei nº 8963, de 27 de Setembro de 1996",urn:lex:br;sao.paulo;campinas:municipal:lei:1996-09-27;8963,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 8963,27-09-1996,"Lei Municipal 8963, promulgada em 27-09-1996, Município de Campinas, Estado de São Paulo, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2013-08-06;1109298-1311457,EDcl nos EDcl no REsp 1109298 / RS,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2013-08-06;1109298-1311457,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (RESP) número 1109298-1311457,06-08-2013,"Acórdão (RESP) número 1109298-1311457, publicado em 06-08-2013, Superior Tribunal de Justiça, 2ª turma"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1981-06-03;21339,"Decreto nº 21339, de 3 de junho de 1981",urn:lex:br;minas.gerais:estadual:decreto:1981-06-03;21339,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 21339,03-06-1981,"Decreto Estadual 21339, promulgada em 03-06-1981, Estado de Minas Gerais, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-12-20;1664,"RESOLUÇÃO HOMOLOGATÓRIA nº 1664, de 20/12/2013",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2013-12-20;1664,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1664,20-12-2013,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1664, promulgada em 20-12-2013, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1976-01-15;17709,"Decreto nº 17709, de 15 de janeiro de 1976",urn:lex:br;minas.gerais:estadual:decreto:1976-01-15;17709,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 17709,15-01-1976,"Decreto Estadual 17709, promulgada em 15-01-1976, Estado de Minas Gerais, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:1978-05-11;19183,"Decreto nº 19183, de 11 de maio de 1978",urn:lex:br;minas.gerais:estadual:decreto:1978-05-11;19183,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 19183,11-05-1978,"Decreto Estadual 19183, promulgada em 11-05-1978, Estado de Minas Gerais, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-07-20;15908,"Decreto nº 15908, de 20 de Julho de 2007",urn:lex:br;sao.paulo;campinas:municipal:decreto:2007-07-20;15908,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 15908,20-07-2007,"Decreto Municipal 15908, promulgada em 20-07-2007, Município de Campinas, Estado de São Paulo, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1998-04-30;132,"RESOLUÇÃO nº 132, de 30/04/1998",urn:lex:br:agencia.nacional.energia.eletrica:resolucao:1998-04-30;132,legislation,Brasil,,,,,,Resolução Agencia.Nacional.Energia.Eletrica 132,30-04-1998,"Resolução Agencia.Nacional.Energia.Eletrica 132, promulgada em 30-04-1998, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:decreto:2004-07-02;14796,"Decreto nº 14796, de 02 de Julho de 2004",urn:lex:br;sao.paulo;campinas:municipal:decreto:2004-07-02;14796,legislation,Brasil,São Paulo,Campinas,,,,Decreto Municipal 14796,02-07-2004,"Decreto Municipal 14796, promulgada em 02-07-2004, Município de Campinas, Estado de São Paulo, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2021-12-21;2997,"RESOLUÇÃO HOMOLOGATÓRIA nº 2997, de 21/12/2021",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2021-12-21;2997,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2997,21-12-2021,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2997, promulgada em 21-12-2021, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2016-12-01;2178,"RESOLUÇÃO HOMOLOGATÓRIA nº 2178, de 01/12/2016",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2016-12-01;2178,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2178,01-12-2016,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2178, promulgada em 01-12-2016, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2015-12-18;2012,"RESOLUÇÃO HOMOLOGATÓRIA nº 2012, de 18/12/2015",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2015-12-18;2012,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2012,18-12-2015,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2012, promulgada em 18-12-2015, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;sao.paulo;campinas:municipal:lei:2007-05-07;12928,"Lei nº 12928, de 07 de Maio de 2007",urn:lex:br;sao.paulo;campinas:municipal:lei:2007-05-07;12928,legislation,Brasil,São Paulo,Campinas,,,,Lei Municipal 12928,07-05-2007,"Lei Municipal 12928, promulgada em 07-05-2007, Município de Campinas, Estado de São Paulo, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2008-06-20;1412,"RESOLUÇÃO AUTORIZATIVA nº 1412, de 20/06/2008",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2008-06-20;1412,legislation,Brasil,,,,,,Resolucao.Autorizativa Agencia.Nacional.Energia.Eletrica 1412,20-06-2008,"Resolucao.Autorizativa Agencia.Nacional.Energia.Eletrica 1412, promulgada em 20-06-2008, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais:estadual:decreto:2007-09-25;44622,"Decreto nº 44622, de 25 de setembro de 2007",urn:lex:br;minas.gerais:estadual:decreto:2007-09-25;44622,legislation,Brasil,Minas Gerais,,,,,Decreto Estadual 44622,25-09-2007,"Decreto Estadual 44622, promulgada em 25-09-2007, Estado de Minas Gerais, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2014-04-03;1695,"RESOLUÇÃO HOMOLOGATÓRIA nº 1695, de 03/04/2014",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2014-04-03;1695,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1695,03-04-2014,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 1695, promulgada em 03-04-2014, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2020-11-30;2804,"RESOLUÇÃO HOMOLOGATÓRIA nº 2804, de 30/11/2020",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2020-11-30;2804,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2804,30-11-2020,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2804, promulgada em 30-11-2020, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2017-12-13;2355,"RESOLUÇÃO HOMOLOGATÓRIA nº 2355, de 13/12/2017",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.homologatoria:2017-12-13;2355,legislation,Brasil,,,,,,Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2355,13-12-2017,"Resolucao.Homologatoria Agencia.Nacional.Energia.Eletrica 2355, promulgada em 13-12-2017, Brasil"
centros de distribuição,2025-06-06 12:29:01,https://www.lexml.gov.br/urn/urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2007-12-28;1166,"RESOLUÇÃO AUTORIZATIVA nº 1166, de 28/12/2007",urn:lex:br:agencia.nacional.energia.eletrica:resolucao.autorizativa:2007-12-28;1166,legislation,Brasil,,,,,,Resolucao.Autorizativa Agencia.Nacional.Energia.Eletrica 1166,28-12-2007,"Resolucao.Autorizativa Agencia.Nacional.Energia.Eletrica 1166, promulgada em 28-12-2007, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina;armazem:municipal:lei:2010-06-23;1408,"Lei nº 1408 de, 23 de Junho de 2010",urn:lex:br;santa.catarina;armazem:municipal:lei:2010-06-23;1408,legislation,Brasil,Santa Catarina,Armazem,,,,Lei Municipal 1408,23-06-2010,"Lei Municipal 1408, promulgada em 23-06-2010, Município de Armazem, Estado de Santa Catarina, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:2004-12-20;13226,"Lei nº 13.226, de 20 de dezembro de 2004",urn:lex:br;santa.catarina:estadual:lei:2004-12-20;13226,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 13226,20-12-2004,"Lei Estadual 13226, promulgada em 20-12-2004, Estado de Santa Catarina, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:1980-12-22;5844,"Lei nº 5844, de 22 de dezembro de 1980",urn:lex:br;santa.catarina:estadual:lei:1980-12-22;5844,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 5844,22-12-1980,"Lei Estadual 5844, promulgada em 22-12-1980, Estado de Santa Catarina, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1959-03-16;45574,"Decreto nº 45.574, de 16 de Março de 1959",urn:lex:br:federal:decreto:1959-03-16;45574,legislation,Brasil,,,,,,Decreto Federal 45574,16-03-1959,"Decreto Federal 45574, promulgada em 16-03-1959, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1937-09-21;507,"Lei nº 507, de 21 de Setembro de 1937",urn:lex:br:federal:lei:1937-09-21;507,legislation,Brasil,,,,,,Lei Federal 507,21-09-1937,"Lei Federal 507, promulgada em 21-09-1937, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:1968-05-21;4164,"Lei nº 4164, de 21 de maio de 1968",urn:lex:br;santa.catarina:estadual:lei:1968-05-21;4164,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 4164,21-05-1968,"Lei Estadual 4164, promulgada em 21-05-1968, Estado de Santa Catarina, Brasil"
armazéns,2025-06-06 12:29:03,https://www.lexml.gov.br/urn/urn:lex:br;santa.catarina:estadual:lei:1998-01-08;10683,"Lei nº 10.683, de 8 de janeiro de 1998",urn:lex:br;santa.catarina:estadual:lei:1998-01-08;10683,legislation,Brasil,Santa Catarina,,,,,Lei Estadual 10683,08-01-1998,"Lei Estadual 10683, promulgada em 08-01-1998, Estado de Santa Catarina, Brasil"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1997-09-23;2327,"Decreto nº 2.327, de 23 de Setembro de 1997",urn:lex:br:federal:decreto:1997-09-23;2327,legislation,Brasil,,,,,,Decreto Federal 2327,23-09-1997,"Decreto Federal 2327, promulgada em 23-09-1997, Brasil"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.4:acordao:2008-02-07;295728,Acórdão nº 295728 do Processo nº20060110496363apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.4:acordao:2008-02-07;295728,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.4ª turma",Acórdão número 295728,07-02-2008,"Acórdão número 295728, publicado em 07-02-2008, Tribunal Justica Distrito Federal Territorios, civel.4ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2008-03-26;299964,Acórdão nº 299964 do Processo nº20050110999303apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2008-03-26;299964,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 299964,26-03-2008,"Acórdão número 299964, publicado em 26-03-2008, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2010-09-15;449688,Acórdão nº 449688 do Processo nº20050111414462apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2010-09-15;449688,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 449688,15-09-2010,"Acórdão número 449688, publicado em 15-09-2010, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1996-06-13;69789-126646,REsp 69789 / DF,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1996-06-13;69789-126646,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RESP) número 69789-126646,13-06-1996,"Acórdão (RESP) número 69789-126646, publicado em 13-06-1996, Superior Tribunal de Justiça, 1ª turma"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2005-03-28;211514,Acórdão nº 211514 do Processo nº20030110854122apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2005-03-28;211514,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 211514,28-03-2005,"Acórdão número 211514, publicado em 28-03-2005, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2011-04-27;500367,Acórdão nº 500367 do Processo nº20060110062394apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2011-04-27;500367,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 500367,27-04-2011,"Acórdão número 500367, publicado em 27-04-2011, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2007-08-22;280139,Acórdão nº 280139 do Processo nº20050111414438apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2007-08-22;280139,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 280139,22-08-2007,"Acórdão número 280139, publicado em 22-08-2007, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2007-10-10;285650,Acórdão nº 285650 do Processo nº20070110012780apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2007-10-10;285650,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 285650,10-10-2007,"Acórdão número 285650, publicado em 10-10-2007, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.3:acordao:2008-04-16;302500,Acórdão nº 302500 do Processo nº20040111264124apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.3:acordao:2008-04-16;302500,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.3ª turma",Acórdão número 302500,16-04-2008,"Acórdão número 302500, publicado em 16-04-2008, Tribunal Justica Distrito Federal Territorios, civel.3ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.criminal.2:acordao:2010-07-15;435975,Acórdão nº 435975 do Processo nº20091010014780apr,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.criminal.2:acordao:2010-07-15;435975,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, criminal.2ª turma",Acórdão número 435975,15-07-2010,"Acórdão número 435975, publicado em 15-07-2010, Tribunal Justica Distrito Federal Territorios, criminal.2ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.4:acordao:2005-04-14;212787,Acórdão nº 212787 do Processo nº20030110396513apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.4:acordao:2005-04-14;212787,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.4ª turma",Acórdão número 212787,14-04-2005,"Acórdão número 212787, publicado em 14-04-2005, Tribunal Justica Distrito Federal Territorios, civel.4ª turma, Distrito Federal"
CONTRAN,2025-06-06 12:29:08,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2005-09-01;225413,Acórdão nº 225413 do Processo nº20050110191908apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.6:acordao:2005-09-01;225413,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.6ª turma",Acórdão número 225413,01-09-2005,"Acórdão número 225413, publicado em 01-09-2005, Tribunal Justica Distrito Federal Territorios, civel.6ª turma, Distrito Federal"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2002-02-13;4130,"Decreto nº 4.130, de 13 de Fevereiro de 2002",urn:lex:br:federal:decreto:2002-02-13;4130,legislation,Brasil,,,,,,Decreto Federal 4130,13-02-2002,"Decreto Federal 4130, promulgada em 13-02-2002, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2012-03-20;7703,"Decreto nº 7.703, de 20 de Março de 2012",urn:lex:br:federal:decreto:2012-03-20;7703,legislation,Brasil,,,,,,Decreto Federal 7703,20-03-2012,"Decreto Federal 7703, promulgada em 20-03-2012, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2005-12-29;414,Portaria nº 414 de 29-12-2005,urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2005-12-29;414,legislation,Brasil,,,,,,Portaria Ministerio.Planejamento.Orcamento.Gestao 414,29-12-2005,"Portaria Ministerio.Planejamento.Orcamento.Gestao 414, promulgada em 29-12-2005, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2004-11-22;296,Portaria nº 296 de 22-11-2004,urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2004-11-22;296,legislation,Brasil,,,,,,Portaria Ministerio.Planejamento.Orcamento.Gestao 296,22-11-2004,"Portaria Ministerio.Planejamento.Orcamento.Gestao 296, promulgada em 22-11-2004, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2013-10-21;369,Portaria nº 369 de 21-10-2013,urn:lex:br:ministerio.planejamento.orcamento.gestao:portaria:2013-10-21;369,legislation,Brasil,,,,,,Portaria Ministerio.Planejamento.Orcamento.Gestao 369,21-10-2013,"Portaria Ministerio.Planejamento.Orcamento.Gestao 369, promulgada em 21-10-2013, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto.legislativo:2024-02-29;1,Decreto Legislativo nº 1 de 29/02/2024,urn:lex:br:federal:decreto.legislativo:2024-02-29;1,legislation,Brasil,,,,,,Decreto.Legislativo Federal 1,29-02-2024,"Decreto.Legislativo Federal 1, promulgada em 29-02-2024, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.contas.uniao;plenario:acordao:2005-08-31;1316,ACÓRDÃO TCU 1316/2005,urn:lex:br:tribunal.contas.uniao;plenario:acordao:2005-08-31;1316,jurisprudence,Brasil,,,,,"Tribunal Contas Uniao, Plenario",Acórdão número 1316,31-08-2005,"Acórdão número 1316, publicado em 31-08-2005, Tribunal Contas Uniao, Plenario"
